account_key,bank_key,account_number,entity_id,laundering_sent_count,laundering_received_count,laundering_participations
1178487,34505,801BE54A0,2AA1CC4FF00,13,18,31
1473650,22421,8225DAC20,2AA1F8B79C0,8,23,31
618771,18711,83000CAC0,2AA1FD70010,7,24,31
1484280,51314,81C388930,2AA1F702990,20,10,30
8838,98670,824C0A830,2AA1F942B60,16,14,30
289592,111326,8010ADE30,2AA1CB59040,16,14,30
1190583,98691,823DD25D0,2AA1F96C3E0,14,16,30
1476309,63676,824B511E0,2AA1F9F24E0,14,16,30
1789050,79403,81494D550,2AA1F4A8EA0,14,16,30
411102,17171,8222D5910,2AA1F8D26C0,12,18,30
805871,64473,81B56A280,2AA1F6C2910,6,24,30
1747497,28985,83000CEE0,2AA1FCA44D0,20,9,29
75559,7065,816572970,2AA1F5617E0,17,12,29
1409661,31290,813C40BE0,2AA202EDF90,15,14,29
1801826,52541,811069C40,2AA2069BAE0,15,14,29
1091061,86501,811D9B520,2AA206F12F0,14,15,29
978545,121918,81274B3C0,2AA20692340,13,16,29
1874627,94068,817987780,2AA205303B0,13,16,29
29912,78590,801801790,2AA20555850,12,17,29
1168316,97716,822C47930,2AA1F889E70,20,8,28
652588,121508,81B787D20,2AA1F878440,17,11,28
414749,33745,81B41F3B0,2AA1F756830,16,12,28
1135711,94609,8084507F0,2AA1EE44090,16,12,28
683333,117639,8011E0C40,2AA1EB4F0B0,15,13,28
260796,101975,81A4C4A70,2AA1F6E4490,14,14,28
379148,99242,824D3DA90,2AA1F8D4D00,14,14,28
698769,98691,8234B06D0,2AA1F96B840,14,14,28
475282,10918,8228B97D0,2AA1F915360,13,15,28
1800232,2996,8057540B0,2AA1CDBAC00,13,15,28
1881475,37374,82228E410,2AA1F8BF6C0,13,15,28
1731914,9654,80F6FF850,2AA1D63CBB0,12,16,28
1884457,38572,8048C2B80,2AA1E25AD70,12,16,28
1108821,22324,82E6C08C0,2AA1FCC59F0,11,17,28
1199724,78590,8001C92D0,2AA1CA71680,17,10,27
76549,85402,823A04B70,2AA1CAA8FC0,16,11,27
818496,25142,807B82B00,2AA20640A80,16,11,27
2048742,22945,803B10420,2AA1ECE60D0,15,12,27
185135,121716,81C5B3130,2AA1F6F5930,14,13,27
1303678,52975,817A58EA0,2AA1F5CC3C0,14,13,27
1309996,20669,80D9EBBC0,2AA1F1FD8C0,14,13,27
1110293,116346,823D1A4B0,2AA1EBEEF50,13,14,27
469247,45652,8246DABE0,2AA1F9B48A0,12,15,27
1442473,55493,80CE86890,2AA1F1ECF00,12,15,27
1250581,16121,800869400,2AA1E81F950,11,16,27
210345,101594,82228E460,2AA1F8C8D20,17,9,26
1772351,27002,8160DFD60,2AA1E8B1990,16,10,26
2022557,109141,805666210,2AA20550570,16,10,26
1273017,57396,801612F60,2AA1E3622B0,15,11,26
804545,37433,8006797B0,2AA1FFB82D0,14,12,26
983198,54664,8000BC940,2AA1F8B4780,14,12,26
1584895,23907,8163CD9B0,2AA2073F840,14,12,26
73768,50007,824DFCB30,2AA1D8EE970,13,13,26
1002528,54664,824D3DA40,2AA1F8A5400,13,13,26
1707815,40952,80BA00AC0,2AA1CECA160,13,13,26
840525,2546,81EB927A0,2AA20147ED0,12,14,26
1819287,79056,80006FD60,2AA1CA7F530,17,8,25
189112,97356,823DD2390,2AA1F9AD3C0,14,11,25
557187,59902,80549DF90,2AA206BCE30,14,11,25
701398,116960,823D1A460,2AA1ECCD8D0,13,12,25
384990,16121,8003B2740,2AA1E3DB030,12,13,25
293681,76000,8002992C0,2AA1E13B4B0,11,14,25
1891300,39026,8137A6140,2AA1F437210,10,15,25
75921,18990,81B787AD0,2AA1F718910,9,16,25
881661,89187,80241F020,2AA1CBB4620,9,16,25
548264,60167,80651B5B0,2AA1E271DB0,16,8,24
1674381,95435,82A82EAD0,2AA2074BFA0,15,9,24
1116087,40782,809DA7380,2AA1E802270,14,10,24
105408,54664,822286580,2AA1F8AA020,13,11,24
436630,10542,80DD650C0,2AA1F15A560,10,14,24
1001888,87856,80928C430,2AA1E667150,10,14,24
290403,24617,805486F80,2AA1CB13140,9,15,24
569539,8359,82E921920,2AA1FCBC8B0,9,15,24
898839,42751,80A57B2A0,2AA1CF60E80,9,15,24
1715409,91602,8120DD1A0,2AA1F05C940,9,15,24
1061005,79056,8151C14C0,2AA1CA89FA0,16,7,23
507417,10451,80E618530,2AA1F14BF60,15,8,23
1433190,34838,80150B880,2AA207F43C0,15,8,23
1743331,92425,81022C5B0,2AA20440490,15,8,23
1883903,9085,8025D0670,2AA1E402C50,15,8,23
2027215,32677,8041EA080,2AA1CF7BC00,15,8,23
762559,41204,807D33400,2AA1E379770,14,9,23
130779,26743,81C388DE0,2AA1F6AEDB0,13,10,23
1119097,37433,80038CAF0,2AA1CAC81C0,13,10,23
620688,93284,8089A1B20,2AA1E447B70,12,11,23
1393571,119327,806D0F090,2AA1E695750,12,11,23
1626489,54664,8237E36B0,2AA1F8A3E40,11,12,23
1804511,86604,80139E060,2AA1CBE0440,11,12,23
1118760,37374,8226B9820,2AA1F8C1E80,10,13,23
1041161,91213,80518DDF0,2AA208571B0,8,15,23
533618,57921,80BA1A0C0,2AA1E6E78B0,7,16,23
719522,32408,81B789790,2AA1F76E5D0,7,16,23
1070202,59420,811364CB0,2AA1ED6E310,16,6,22
2214,103898,80139DE20,2AA1CB65D20,15,7,22
39840,84434,80A7EDA40,2AA1E5CE8F0,14,8,22
1143694,120790,824CAF320,2AA1F9CF780,14,8,22
86985,9427,80D3894E0,2AA205C8EC0,13,9,22
642480,55703,80BB24EE0,2AA205D2B60,13,9,22
211195,20270,82E6C0C30,2AA1FD173C0,12,10,22
1529421,39925,824DFC8F0,2AA1DB54130,12,10,22
1734799,88164,81C394830,2AA1F735ED0,12,10,22
1808098,92540,813E93B70,2AA1F508D80,11,11,22
144885,23748,81BF8B070,2AA1F71EA50,10,12,22
1076425,8066,81181EBD0,2AA2060FB40,9,13,22
1560435,113412,81CFFDBE0,2AA1D753810,9,13,22
1196492,4075,824D406A0,2AA1F9BE2C0,8,14,22
1517067,1213,8072FF760,2AA1ED9B810,7,15,22
1739948,22186,80DCF0050,2AA1D277F20,6,16,22
2044692,68538,8147BCEB0,2AA1F3B3CD0,16,5,21
1154838,51314,81A794B80,2AA1F6FF750,15,6,21
1225684,22421,821FCBB20,2AA1F8B59E0,15,6,21
1998939,32260,804FBCD00,2AA1E2C2BB0,15,6,21
1162733,8877,818438540,2AA1F5B0040,14,7,21
924495,79703,8112B4FC0,2AA1D34E630,13,8,21
1119473,82406,8116ADF60,2AA1F249CE0,13,8,21
1758507,79482,82370A0A0,2AA1F8F1BC0,13,8,21
2028733,14782,83000DC90,2AA1FCF89C0,12,9,21
1244230,77073,802A101F0,2AA20300F50,11,10,21
141383,99576,80DBEC1A0,2AA1EF9C960,10,11,21
419886,74225,824BF89E0,2AA1F9511A0,9,12,21
1002529,25696,821FBD2C0,2AA1F890EB0,9,12,21
1743621,88387,8093F0380,2AA2075FF80,9,12,21
18642,17581,8019BEC80,2AA1EDE0010,8,13,21
821477,26743,81C5B2870,2AA1F6AEF90,6,15,21
1684328,115319,801172940,2AA1E302450,5,16,21
1782102,7517,819136F80,2AA20546030,5,16,21
1456990,49665,823D5E760,2AA1D8E0230,4,17,21
1513351,97333,8080E22A0,2AA2071EC80,19,1,20
479643,3170,84221D110,2AA2032EC40,18,2,20
96447,58609,813C060C0,2AA2064A360,16,4,20
945441,13845,8001B9F20,2AA1E0DEAC0,16,4,20
1047131,85213,802160660,2AA1E209D50,16,4,20
156630,113629,80EDF7990,2AA2078BD00,12,8,20
516526,86584,80A28F990,2AA1EEA9D60,12,8,20
1467271,49810,806826180,2AA1ECEF250,12,8,20
7561,84395,800E96070,2AA2030BC50,11,9,20
776815,17171,8230E3350,2AA1F954400,11,9,20
783922,34512,81AC200E0,2AA1F6AAC70,11,9,20
798913,10451,80AF37BD0,2AA1F020980,11,9,20
1431354,7517,80538C0B0,2AA1CE4C8A0,11,9,20
1460915,114110,8148629C0,2AA1EAD4330,11,9,20
1810276,82630,80C7F2F20,2AA1CFDF7A0,10,10,20
120417,12450,81B787840,2AA1F78AEF0,9,11,20
663165,37374,8222D5BD0,2AA1F8DAF40,9,11,20
874179,78590,800335340,2AA204F6C50,9,11,20
1589919,99490,804C15830,2AA1CDF1700,9,11,20
1799732,43397,83000DC40,2AA1FCA9990,9,11,20
490106,87649,81629EC50,2AA1F590C00,8,12,20
1061364,110844,8237E8F10,2AA1DBCCDB0,8,12,20
1053716,83110,81EB70270,2AA1CD86A40,7,13,20
1380498,85213,800D74CB0,2AA1E2089D0,6,14,20
1662891,75618,8157E85A0,2AA1F498F20,5,15,20
956759,89714,804A44D30,2AA1E6985D0,4,16,20
2028081,35823,82F0F81E0,2AA1DDB6590,4,16,20
17142,60003,805B65B80,2AA2056AEE0,14,5,19
1987169,58001,800A0BBE0,2AA1E240730,14,5,19
460888,37798,81C394920,2AA1F82CD40,12,7,19
631315,22421,8225A6290,2AA1F8B7540,12,7,19
1064287,111626,80321FBF0,2AA1CD4A7E0,11,8,19
1023725,116981,80E4A3520,2AA1E609750,10,9,19
1663166,86604,801F15560,2AA1CBE1FA0,10,9,19
8074,110986,824BF3AF0,2AA1DA37850,9,10,19
601841,54327,805754590,2AA2061AF80,9,10,19
921896,42437,81ACBDE40,2AA1F722610,9,10,19
1052008,85571,8232A24D0,2AA1F8F9200,9,10,19
1385342,63481,81ADA8980,2AA1F70BDF0,9,10,19
1868229,122269,805753EC0,2AA207A7420,9,10,19
1457148,91173,80A591190,2AA206192A0,7,12,19
2042487,55385,81159B9F0,2AA1F229C80,7,12,19
339215,8608,815AFA470,2AA206C3810,6,13,19
1075436,92619,80965ACD0,2AA1E7225D0,6,13,19
1676717,78590,8003E6690,2AA1CA72BE0,6,13,19
718076,16610,803EBB430,2AA1E1AAC10,4,15,19
1966350,16523,8008C8060,2AA1EE896C0,4,15,19
801317,81154,81546C290,2AA1F4CA9A0,3,16,19
285197,37433,8001D94F0,2AA2066B980,2,17,19
1776918,113446,80014AA60,2AA1ECF11F0,2,17,19
714852,74075,8004ABD10,2AA1EC74410,16,2,18
985528,69024,811906800,2AA1F2B7080,13,5,18
897965,76724,801801740,2AA1CC887E0,12,6,18
1377049,29841,80C063BD0,2AA1D41B690,12,6,18
330151,7991,824911650,2AA1F9267A0,11,7,18
789682,70197,8237E8D20,2AA1DBF5C90,11,7,18
955916,120692,802CF07E0,2AA1E27F650,11,7,18
1411714,108192,823594DF0,2AA2046DE30,11,7,18
1068919,101517,8304659F0,2AA1FE01CF0,10,8,18
597707,84395,801632D70,2AA1CB02B60,9,9,18
1192223,30584,800418310,2AA202DF4F0,9,9,18
1610181,68739,804B45920,2AA1CDB25A0,9,9,18
137118,12450,81C388980,2AA1F6F2450,8,10,18
218209,97716,82210D590,2AA1F885550,8,10,18
225853,12585,82E921690,2AA1FD80410,8,10,18
1633503,26800,8304659A0,2AA1FE11D50,8,10,18
708780,89017,82DD5AA30,2AA1FCF52A0,7,11,18
1482411,83924,80B15FAE0,2AA1E71ACD0,7,11,18
2015672,7470,800D47040,2AA1ECFE930,7,11,18
186905,25696,821F8B2E0,2AA1F890850,6,12,18
409625,98854,822F7EDA0,2AA1F90F4C0,6,12,18
996680,48383,808F8BC10,2AA1F379F30,6,12,18
1845900,25664,81D44C0C0,2AA206FEB70,6,12,18
2005182,37798,81B272210,2AA1F6BB690,5,13,18
428805,34245,81829D210,2AA1F692F90,2,16,18
2084477,101146,82601E630,2AA208274A0,2,16,18
1141320,113446,800163AD0,2AA2058AE80,16,1,17
1477727,4815,816BABAD0,2AA1E4D8DF0,16,1,17
468040,4671,80CB1CA30,2AA1EF37FA0,13,4,17
8892,38572,801731BC0,2AA1E92E610,12,5,17
133390,115780,82AD58260,2AA1FBC40B0,11,6,17
940383,72387,8131FFB20,2AA1F465C80,11,6,17
1864719,72631,823C67A30,2AA1D795910,11,6,17
244744,4575,8233DCA00,2AA206E7CD0,10,7,17
1460476,77116,8130DCC50,2AA1D336B30,10,7,17
1466546,101594,8225DB4C0,2AA1F8CB440,10,7,17
1705566,11847,825161720,2AA1F9DA580,10,7,17
422781,82949,8230E3120,2AA1F900D80,9,8,17
199817,63174,823D26E50,2AA1D6DFD10,8,9,17
649834,109325,83363BC60,2AA1FE760D0,8,9,17
698071,12450,82DCAA2B0,2AA1FCAF480,8,9,17
1262431,87015,802433DF0,2AA2076FA00,8,9,17
880359,18711,82F31CAE0,2AA1FD6EC90,7,10,17
891110,63479,81A259F90,2AA206E6C30,7,10,17
1093185,23727,8018BE510,2AA1CC75780,7,10,17
1600457,77658,82B75BF30,2AA1FC35A30,6,11,17
1382222,27717,800452060,2AA2050B7B0,5,12,17
41338,102914,80B6F8DC0,2AA1D4865B0,4,13,17
1638444,26019,81DAFBE70,2AA1F8125C0,2,15,17
990991,36605,803AF7560,2AA1E2FB770,1,16,17
431895,18992,80031A190,2AA1EE4AEB0,0,17,17
35131,46720,81442A7C0,2AA1F51D540,16,0,16
125312,60506,80F255DF0,2AA1EFEF080,16,0,16
230614,40984,804CC69B0,2AA1EF5C380,16,0,16
312335,12172,8028810E0,2AA1E2E5870,16,0,16
394427,20040,823385560,2AA20306B90,16,0,16
496186,58309,812923D20,2AA20509030,16,0,16
519619,46766,81A8EAB90,2AA1DA86370,16,0,16
629165,13845,800326900,2AA1E0DF900,16,0,16
724618,93695,80C140900,2AA1D1C7E80,16,0,16
937538,111618,819F8EA40,2AA1D33C130,16,0,16
966809,39320,80E777630,2AA1EFF24C0,16,0,16
1218231,34505,802AE7A60,2AA1CC512E0,16,0,16
1435678,42437,81F05D600,2AA1F727410,16,0,16
1511351,45703,807CBACB0,2AA1E1E95D0,16,0,16
1627573,90157,8208292D0,2AA1E4EFA30,16,0,16
1745345,90776,81323ED30,2AA1F46F100,16,0,16
1756790,87962,80B292EF0,2AA1E5A3150,16,0,16
1212614,58419,823D5E570,2AA1DBA3330,15,1,16
1787889,44824,8000EB430,2AA2031B1E0,15,1,16
560074,67144,801E0B570,2AA2069B840,13,3,16
1431691,101594,8222D5680,2AA1F8C9D60,13,3,16
719529,8534,80AB22910,2AA1E802150,11,5,16
455917,23444,8018BE320,2AA1CAB06C0,10,6,16
1201134,82630,805754540,2AA207AAE00,10,6,16
191762,7924,824D608A0,2AA1F920060,9,7,16
349432,117504,824F0F060,2AA1F968A60,9,7,16
829891,77708,8230E32B0,2AA1F99B360,9,7,16
985009,19477,80206AA80,2AA1CB36A80,9,7,16
1977457,87834,83000D8D0,2AA1FD67720,9,7,16
273595,107367,80CD91DC0,2AA1F07D040,8,8,16
348365,78590,800E95FD0,2AA1CA75280,8,8,16
617344,68117,8081672E0,2AA1E24A7D0,7,9,16
1918524,101382,824DFC940,2AA2027D730,7,9,16
803736,27331,80AA65BE0,2AA1CD1A840,6,10,16
944644,69737,8016612D0,2AA1CB7F6E0,5,11,16
1190721,101891,82519A2F0,2AA1EC347F0,4,12,16
350052,59902,80392AA70,2AA1CE01160,3,13,16
1387578,78590,8005D5AC0,2AA207CD060,3,13,16
1167745,12450,8000C7720,2AA1FCADDD0,2,14,16
1263353,101323,800575BE0,2AA202FC9D0,2,14,16
1979420,89314,80B5573B0,2AA1E8E1630,2,14,16
620175,32192,800CC74A0,2AA1CBA47C0,1,15,16
1275124,108177,802B30680,2AA1E335710,1,15,16
1917444,24617,800562A30,2AA1CB0C000,1,15,16
28381,57337,820F09D80,2AA1D079740,0,16,16
80831,80710,812C9B4B0,2AA1D0DD660,0,16,16
104841,118024,81B39E9F0,2AA20755980,0,16,16
317546,60321,8194BDD80,2AA1F653F30,0,16,16
323199,78544,803858180,2AA1E16EFD0,0,16,16
378261,15896,81B348F20,2AA2057D900,0,16,16
404872,112400,811303B00,2AA1D1AC480,0,16,16
559087,102538,81D5F95F0,2AA20821380,0,16,16
596460,57391,813465EB0,2AA1D59CFD0,0,16,16
688959,24617,80293D1C0,2AA2030D830,0,16,16
838261,34541,817137F60,2AA1CF1B7A0,0,16,16
964231,90776,812D6EF10,2AA1F432150,0,16,16
1050708,58454,813EFB010,2AA1F4CA460,0,16,16
1274946,76724,8091785D0,2AA206B28A0,0,16,16
1294696,59195,801CE1E10,2AA1CBD64C0,0,16,16
1357458,59302,8042C4390,2AA1EE96B20,0,16,16
1367020,63322,80A9865E0,2AA1EC8BFD0,0,16,16
1551275,52667,80B14E2D0,2AA1E793D70,0,16,16
1628698,120692,8011A9370,2AA1EC70290,0,16,16
1728237,6865,8150D6CB0,2AA1EB47A30,0,16,16
1797148,94194,8038B11C0,2AA1CE6A320,0,16,16
2029047,52284,81B6E9C50,2AA2026B8F0,0,16,16
235980,108711,8119CED70,2AA205CC520,15,0,15
399542,31433,80C4D2050,2AA1E27B4F0,15,0,15
425779,34045,8103D8E10,2AA1E4DE990,15,0,15
427047,49341,809563DC0,2AA20759C00,15,0,15
512559,17455,81BE756A0,2AA1E5ADED0,15,0,15
567774,27717,8140A47E0,2AA1CAC3F40,15,0,15
801775,55624,805142A80,2AA20136D30,15,0,15
914276,3170,81A538740,2AA1F69C550,15,0,15
1125766,98396,812A7BF80,2AA207402C0,15,0,15
1143203,77871,823BD2630,2AA208505F0,15,0,15
1239836,19021,8166904A0,2AA2061ECC0,15,0,15
1279892,119455,80045E4C0,2AA1E177E70,15,0,15
1310746,92695,815070D70,2AA1D0E40A0,15,0,15
1311139,57792,80AE12250,2AA1D14A820,15,0,15
1388708,6693,81F44BA40,2AA1F7FF0F0,15,0,15
1496984,68574,801F6EE90,2AA1EEC6E20,15,0,15
1544535,76998,824DA0950,2AA1FA082C0,15,0,15
1575962,2958,81641D680,2AA1F580D20,15,0,15
1595142,14256,816AA5270,2AA2057B8E0,15,0,15
1627136,108907,80406AA60,2AA1CF42C20,15,0,15
1792513,98491,81BF78F40,2AA1F77BAD0,15,0,15
1835573,7517,802E2B3A0,2AA1CE4AE00,15,0,15
2010739,114555,80CB61B70,2AA1F3023E0,15,0,15
2023654,121976,82096F920,2AA1ECBA910,15,0,15
2076904,70568,81C6EA130,2AA1D7917B0,15,0,15
513754,59302,806908740,2AA1E1CE7B0,14,1,15
573451,1509,800BA3570,2AA1E105220,14,1,15
121912,23444,8025A2420,2AA2052A830,13,2,15
342527,99490,8038E1F20,2AA1CDF0AA0,13,2,15
510723,4193,828150060,2AA1DA637B0,12,3,15
252769,57082,806F5E4B0,2AA1E616950,11,4,15
1617964,55804,8111EDF70,2AA1EFCBA00,11,4,15
13136,116103,81319F060,2AA1E34B730,9,6,15
615115,19703,81655BDA0,2AA1F586BC0,9,6,15
634408,34512,81A536E10,2AA1F6C7F70,9,6,15
1723181,73709,8000EA190,2AA20310C90,9,6,15
1408525,101323,8019EE850,2AA202AF9D0,8,7,15
1571049,17171,8238ACEC0,2AA1F8D8EA0,8,7,15
1813827,99762,83363BCB0,2AA1FE72550,8,7,15
1906996,26217,81E08F680,2AA1EC40AB0,8,7,15
632095,98670,8238ACCD0,2AA1F941B40,7,8,15
1655489,22747,823D27450,2AA1D92F810,7,8,15
457175,122121,81585ADF0,2AA2055B3D0,6,9,15
544812,35889,80BD5CAC0,2AA1EE04370,6,9,15
872211,32677,80B723350,2AA20676FA0,5,10,15
970356,17171,822577230,2AA1F9C9380,5,10,15
1728769,58454,814C528C0,2AA1F46E0E0,5,10,15
944928,119099,81A4AFE20,2AA1F6D7070,3,12,15
557517,84395,8027B45E0,2AA1CB04900,2,13,15
1869165,30773,8016A05B0,2AA204E4D10,1,14,15
46694,59701,818BFA7B0,2AA207D0F80,0,15,15
47389,106311,80511D8D0,2AA20797640,0,15,15
360183,6742,8172B2A00,2AA1CE91FC0,0,15,15
391661,93539,80C83DAB0,2AA1F067120,0,15,15
491850,31720,80D21C600,2AA20783020,0,15,15
504196,114453,801027F00,2AA1ED81B70,0,15,15
577518,107367,8217A2780,2AA1F081420,0,15,15
707222,62331,80A864D30,2AA1E2A7050,0,15,15
727944,32565,8037A2B60,2AA1CCAEC60,0,15,15
788606,58612,80F30B790,2AA1F1BB9E0,0,15,15
805257,110120,81051B360,2AA20802720,0,15,15
835142,7470,809D0FBE0,2AA1E19B5D0,0,15,15
885011,119507,80905B260,2AA1E5E6DB0,0,15,15
927019,4177,8010B60D0,2AA1EB7E690,0,15,15
979534,92332,8000BA820,2AA1F8A79B0,0,15,15
1012887,37762,808EE4670,2AA1E3583D0,0,15,15
1229908,15316,811AF2E60,2AA1EACC030,0,15,15
1244542,18580,804FB8830,2AA1CF1FC60,0,15,15
1308081,16121,800375C60,2AA1E11BAD0,0,15,15
1350606,12760,8121B4F60,2AA1EF07690,0,15,15
1383404,13412,81DCB8A90,2AA1D39FAF0,0,15,15
1405485,34407,80DB87060,2AA1F1BC520,0,15,15
1708171,119396,8118FB5A0,2AA1F3971B0,0,15,15
1752590,64746,80407E6E0,2AA1EA29330,0,15,15
1788534,90833,8121921D0,2AA1D151860,0,15,15
1824176,16121,80014A300,2AA1E11A1B0,0,15,15
1850419,53803,81FC506A0,2AA1D17B1C0,0,15,15
1889027,40431,81AEF4B90,2AA1D3CF210,0,15,15
2003711,100544,81DDAD920,2AA1EC02770,0,15,15
14374,92769,8240544A0,2AA1D214E40,14,0,14
41906,78590,800382350,2AA1CA73DE0,14,0,14
111576,115190,80CFA6C10,2AA205BCFC0,14,0,14
238734,6212,82DC46110,2AA1D37F8B0,14,0,14
368504,60003,81EBF2320,2AA206E9930,14,0,14
494551,84168,802732010,2AA20527FF0,14,0,14
580027,101323,80351B5F0,2AA206653A0,14,0,14
603883,58626,813AF0120,2AA1E6789F0,14,0,14
677545,113446,80078F2F0,2AA1E127B50,14,0,14
1078931,34401,802574730,2AA1CC809C0,14,0,14
1089328,17171,82260E6F0,2AA1FA25DC0,14,0,14
1215844,33420,812FA2510,2AA1E5B9330,14,0,14
1403275,78506,8115ED3A0,2AA1F1C02C0,14,0,14
1522977,90391,80FF49630,2AA1D196860,14,0,14
1540032,92903,807AE75D0,2AA1CB2D6A0,14,0,14
1601399,24617,800AF5020,2AA1CB0D4A0,14,0,14
1646909,14843,8156C3B70,2AA1EECB8E0,14,0,14
1687270,23444,800642B30,2AA2022DBD0,14,0,14
1804072,81792,803D9ACF0,2AA20499270,14,0,14
1929351,76000,80447D630,2AA1E1AC410,14,0,14
1935694,27331,8057A22F0,2AA205D45C0,14,0,14
1967961,117339,815020560,2AA1E786370,14,0,14
1997255,85149,80BFB05E0,2AA1E841750,14,0,14
2006287,102664,80268DF20,2AA1E377790,14,0,14
47861,84079,8106336D0,2AA1E93A4B0,13,1,14
780140,88717,8164ADA90,2AA1F54EDE0,13,1,14
1562100,49341,803626310,2AA1CC6ECE0,12,2,14
